customer_id,customer_name,gender,age,country,city,customer_segment,account_id,account_type,account_open_date,risk_profile,trade_id,trade_date,asset_class,asset_name,trade_type,quantity,trade_price,trade_value,profit_loss,account_balance,platform_fee,leverage_used,margin_call_flag,trades_last_30_days,average_trade_size,portfolio_value,win_rate_percentage,trading_session_duration_minutes,suspicious_activity_flag,failed_login_attempts,unusual_location_login,device_type,ip_region,last_login_date,customer_status,premium_subscription_flag,churn_risk_score,deposit_amount,withdrawal_amount,payment_method,platform_used
CUST80895,Michele Parks,Female,44,Ghana,LAGOS,premium,ACC623946,basic,2021-11-07,low,TRD0003114,02-17-2023,forex,GBP/USD,buy,240.74,155.8,37507.29,3449.08,217722.25,64.85,36.69,Y,187,200.57,952327.81,28.47,345,Y,13,yes,Android,Asia,11-23-2022,active,Y,24.25,94143.82,137671.12,bank_transfer,desktop_terminal
CUST24938,Steven Martinez,Male,62,Kenya,Accra,premium,ACC647371,VIP,11-17-2022,medium,TRD0003115,2023-08-27,crypto,BTC,sell,116.43,23549.98,2741924.17,-196961.27,388305.43,19507.45,,No,208,13182.33,947175.45,14.5,305,Yes,14,No,Tablet,West Africa,2023-09-05,Active,No,15.92,100436.77,168659.83,wallet,API
CUST44531,Chad Johnson,M,34,South Africa,LAGOS,retail,ACC292275,basic,15/09/2022,high,TRD0003116,10-21-2023,crypto,XRP,buy,490.51,36900.08,18099858.24,5543346.17,200451.51,143317.62,33.76,No,203,89161.86,321653.4,83.22,551,yes,25,Y,Android,North America,,inactive,No,2.81,188682.45,132167.54,card,API
CUST49487,William Holland,Male,63,Ghana,Abuja,premium,ACC307067,basic,2021-07-24,high,TRD0003117,2022-05-08,crypto,ETH,sell,194.58,34396.64,6692898.21,26575.37,260235.01,38450.93,47.23,Yes,269,24880.66,944761.82,24.48,487,N,11,Yes,Desktop,Middle East,,dormant,yes,23.87,148052.25,157988.32,bank_transfer,mobile_app
CUST54478,Richard Byrd,F,44,Ghana,Accra,retail,ACC361218,pro,15/10/2023,low,TRD0003118,06-22-2024,stocks,AAPL,buy,22.05,281.5,6207.07,-1723.63,166351.25,20.47,6.83,No,238,26.08,558663.27,57.56,557,No,7,no,Desktop,Asia,05-13-2024,inactive,No,63.21,10953.33,17688.3,card,web
CUST20883,Randall Norman,F,62,Ghana,London,premium,ACC942980,pro,07-12-2024,medium,TRD0003119,2024-09-06,commodities,Natural Gas,sell,86.99,31.12,2707.13,-767.69,288165.9,9.25,,yes,86,31.48,283499.17,56.04,429,no,15,Yes,Desktop,Europe,06-16-2024,inactive,Y,32.85,153217.01,92613.48,bank_transfer,mobile_app
CUST21600,Jeffrey Spencer,female,58,Ghana,Cape Town,retail,ACC628456,basic,2023-02-28,high,TRD0003120,11-26-2023,commodities,Silver,buy,301.25,167.98,50603.97,9153.76,429975.35,130.93,19.42,Y,129,392.28,974826.65,40.4,381,yes,6,No,Tablet,Asia,2023-09-03,inactive,N,88.4,89064.26,108230.74,bank_transfer,desktop_terminal
CUST85424,Elizabeth West,female,57,Ghana,LAGOS,retail,ACC713800,basic,08-31-2021,medium,TRD0003121,09-06-2021,crypto,SOL,sell,337.43,26026.2,8782020.67,3107791.77,144182.12,76975.13,,Y,139,63180.0,505499.79,54.06,571,yes,7,no,Tablet,Asia,2021-06-29,active,Y,9.58,84978.29,83126.62,bank_transfer,mobile_app
CUST92901,Paul Lewis,M,70,Nigeria,Nairobi,retail,ACC884671,pro,13/10/2023,medium,TRD0003122,2024-08-17,stocks,AMZN,sell,170.77,822.58,140471.99,52056.04,318391.51,221.11,20.72,Y,225,624.32,592846.97,55.28,160,N,23,yes,iPhone,Asia,2024-09-26,dormant,no,5.89,117391.66,162134.0,crypto,mobile_app
CUST52452,Jon Ware,male,30,nigeria,Lagos,retail,ACC482977,basic,06-30-2023,medium,TRD0003123,02/03/2025,forex,USD/JPY,buy,431.14,121.92,52564.59,16933.8,448890.93,470.61,28.67,Y,216,243.35,1232576.6,32.2,48,Yes,4,Y,Tablet,Middle East,15/02/2025,Dormant,no,3.11,78148.61,51369.37,card,desktop_terminal
CUST53312,Benjamin Espinoza,Male,29,UAE,Cape Town,premium,ACC651172,basic,17/09/2021,low,TRD0003124,12-15-2021,forex,EUR/USD,buy,226.76,169.68,38476.64,-12001.11,305417.07,381.28,29.81,Y,267,144.11,932020.89,62.9,521,Yes,18,N,,West Africa,,Active,Yes,78.42,47903.03,92350.85,wallet,mobile_app
CUST48347,Whitney Acevedo,Male,70,South Africa,Cape Town,institutional,ACC674197,pro,2021-05-20,medium,TRD0003125,2023-01-27,stocks,AMZN,buy,476.47,1468.74,699810.55,-61916.49,382837.08,5760.85,35.29,yes,171,4092.46,983388.41,21.96,428,N,6,Y,Desktop,Asia,2023-03-10,active,N,61.54,85751.05,120943.65,card,web
CUST28629,Cathy Maldonado,male,58,Kenya,Accra,institutional,ACC125709,VIP,2024-02-17,low,TRD0003126,30/06/2025,commodities,Gold,sell,46.7,102.18,4771.81,-537.5,392493.0,5.97,15.56,yes,88,54.23,1166804.22,68.59,343,no,25,N,Tablet,Europe,06-25-2025,dormant,No,66.22,49054.72,68936.92,bank_transfer,web
CUST98780,Jesus Hughes,Male,58,Ghana,Abuja,retail,ACC605981,basic,02-15-2023,medium,TRD0003127,04-16-2025,commodities,Gold,buy,346.29,220.33,76298.08,-25552.87,362519.68,728.63,,no,80,953.73,1278437.21,21.02,328,no,4,N,Android,North America,06-03-2025,Dormant,No,77.48,167115.65,167444.21,crypto,desktop_terminal
CUST95582,Regina Allison,Female,21,Nigeria,Lagos,premium,ACC596384,basic,03-02-2023,medium,TRD0003128,09-26-2024,commodities,Natural Gas,buy,305.97,54.7,16736.56,470.23,202989.36,42.35,5.87,Y,103,162.49,255012.11,72.83,410,no,14,no,Desktop,Europe,2024-08-26,inactive,Yes,2.45,157999.12,5062.91,crypto,web
CUST64538,Anthony Campbell,F,45,UK,Abuja,retail,ACC965448,VIP,03/11/2022,high,TRD0003129,13/02/2023,commodities,Silver,sell,48.11,457.44,22007.44,-6096.02,156183.37,37.01,40.19,no,102,215.76,158372.02,,61,Y,22,yes,,North America,01-06-2023,Active,yes,15.42,22044.93,12786.91,wallet,web
CUST10089,Ellen Taylor,F,70,Ghana,Lagos,retail,ACC954261,basic,2023-07-31,low,TRD0003130,2024-02-24,forex,USD/JPY,sell,409.75,27.71,11354.17,3828.44,32087.38,71.57,7.27,no,224,50.69,126192.4,22.1,220,N,10,Y,,Middle East,20/12/2023,inactive,Y,77.01,194680.36,97153.1,bank_transfer,desktop_terminal
CUST41972,Theresa Macdonald,F,67,South Africa,Cape Town,premium,ACC592362,basic,01-08-2023,high,TRD0003131,2024-12-23,commodities,Gold,sell,347.73,166.23,57803.16,12943.45,140916.11,257.6,41.35,yes,58,996.61,237848.39,43.61,417,yes,6,No,,Middle East,30/01/2025,inactive,No,26.02,164087.91,39815.66,bank_transfer,API
CUST97972,Christopher Perkins,Male,46,Kenya,Accra,premium,ACC854967,basic,06-11-2022,medium,TRD0003132,2022-12-11,forex,GBP/USD,sell,213.29,2.38,507.63,53.04,496887.05,3.27,26.98,yes,19,26.72,2194346.81,59.81,292,No,20,N,Desktop,Asia,09/01/2023,Dormant,Y,67.21,160536.18,93458.23,wallet,API
CUST54254,Joseph Watkins,Female,32,South Africa,LAGOS,retail,ACC333916,basic,03/07/2024,medium,TRD0003133,2025-05-20,commodities,Natural Gas,buy,327.7,269.97,88469.17,31590.55,67651.92,445.06,33.68,no,183,483.44,225465.61,46.56,12,Y,0,No,Tablet,Middle East,02-25-2025,inactive,Y,60.68,18922.68,30436.76,crypto,mobile_app
CUST18272,Derek Tran,male,60,South Africa,LAGOS,institutional,ACC510024,basic,23/01/2021,high,TRD0003134,2021-09-14,crypto,ETH,buy,181.81,27766.88,5048296.45,1126180.36,25647.59,25730.24,27.02,Yes,198,25496.45,73139.59,75.96,472,Yes,2,Yes,,North America,,Active,Yes,53.01,138779.86,115846.69,card,desktop_terminal
CUST66790,Kelly Anderson,Female,64,Ghana,LAGOS,retail,ACC551620,basic,2021-08-29,medium,TRD0003135,2021-12-24,stocks,NVDA,buy,434.83,1220.97,530914.39,-51089.35,400500.01,5171.3,9.79,Y,26,20419.78,625173.65,,216,no,23,Y,Android,North America,11-30-2021,inactive,no,11.06,197971.32,6109.73,crypto,mobile_app
CUST61376,Mark Joseph,F,29,South Africa,Accra,retail,ACC292314,basic,03-30-2021,medium,TRD0003136,18/02/2023,crypto,ETH,sell,401.85,51627.94,414933753.8,-68538110.99,-3801.36,684906.64,,Yes,42,9879375.09,-9388.82,67.8,126,No,21,Yes,Desktop,Asia,04-05-2023,active,Yes,83.41,40201.93,13086.44,wallet,web
CUST70897,Victor Rodriguez,M,52,Ghana,Nairobi,retail,ACC713004,basic,02-09-2022,medium,TRD0003137,03-23-2023,forex,USD/NGN,sell,168.91,177.82,30035.58,3824.3,185431.12,119.97,32.28,no,159,188.9,413080.22,71.57,413,No,17,N,Android,Asia,09/04/2023,dormant,Y,93.76,27436.21,56844.97,card,mobile_app
CUST18484,Susan Walsh,Female,63,Nigeria,LAGOS,premium,ACC673263,basic,09-18-2022,high,TRD0003138,08/09/2022,crypto,SOL,sell,361.12,36734.2,13265454.3,-3904717.46,86748.82,42359.16,26.24,no,112,118441.56,227828.51,77.1,549,Yes,18,N,Desktop,West Africa,14/06/2022,Dormant,yes,97.53,130505.55,9867.68,bank_transfer,desktop_terminal
CUST54196,Megan Blair,Male,45,UAE,LAGOS,retail,ACC767526,VIP,2021-04-06,high,TRD0003139,2022-02-05,crypto,BNB,sell,80.88,68378.65,5530465.21,2206706.73,60201.6,12311.37,27.55,Y,249,22210.7,225858.06,,146,Y,15,Y,Tablet,North America,,Active,yes,14.46,89519.36,89267.61,bank_transfer,web
CUST75236,Danny Glover,female,24,Nigeria,lagos,retail,ACC988637,basic,2021-06-06,medium,TRD0003140,10-05-2022,forex,EUR/USD,sell,373.86,32.45,12131.76,3990.95,388540.12,73.08,49.69,No,133,91.22,1467926.91,53.25,152,No,3,Y,Desktop,Middle East,09-19-2022,Dormant,Y,8.51,47043.63,55868.86,card,API
CUST36479,Tyler Rodriguez,M,46,Kenya,London,retail,ACC903638,basic,12-31-2023,low,TRD0003141,06/09/2024,crypto,XRP,sell,404.37,73394.65,29678594.62,-6712402.14,199247.22,55909.92,,Y,62,478687.01,229846.68,84.96,558,No,24,yes,Android,West Africa,18/06/2024,Active,Y,91.84,66588.42,64512.23,wallet,desktop_terminal
CUST55328,Jamie Jones,Male,67,South Africa,Cape Town,retail,ACC218726,pro,08-06-2023,high,TRD0003142,2024-04-18,stocks,AAPL,sell,346.2,238.15,82447.53,-18718.59,2305.64,468.41,6.03,yes,246,335.15,10378.72,10.67,351,N,21,no,Android,West Africa,2024-05-12,dormant,yes,12.86,65926.63,161480.01,wallet,mobile_app
CUST11896,Jasmine Vaughn,F,33,Nigeria,Cape Town,retail,ACC265827,VIP,01/03/2022,low,TRD0003143,2022-09-10,commodities,Gold,buy,246.41,478.17,117825.87,313.58,175431.66,1012.61,12.13,yes,225,523.67,402914.51,59.26,315,Y,7,No,Desktop,West Africa,23/07/2022,active,N,54.64,68426.36,9275.91,bank_transfer,mobile_app
CUST41109,Laura Black,M,37,Nigeria,Abuja,retail,ACC424870,basic,22/03/2023,high,TRD0003144,07-24-2023,stocks,TSLA,sell,146.92,1390.43,204281.98,27240.02,499228.09,1140.95,48.04,no,124,1647.44,557029.18,25.28,471,Y,13,Yes,Android,North America,2023-06-07,inactive,Yes,66.67,194254.15,164852.75,wallet,web
CUST62630,Manuel Fisher,female,70,UK,lagos,retail,ACC177185,basic,04-07-2024,medium,TRD0003145,28/04/2025,crypto,ETH,sell,431.95,22167.85,9575402.81,-2192335.96,286394.33,40886.12,27.15,yes,28,341978.67,1173354.3,30.32,242,yes,21,Y,,Asia,16/03/2025,active,yes,75.47,7014.16,156642.74,card,desktop_terminal
CUST68356,Michele Wheeler,female,56,Nigeria,Accra,retail,ACC478165,basic,07/05/2022,low,TRD0003146,2023-11-01,crypto,BNB,sell,45.58,4215.27,192132.01,-62040.38,174871.2,350.24,1.6,Y,123,1562.05,584351.14,26.45,296,N,0,No,iPhone,Europe,2023-08-21,Active,N,68.08,148300.43,149469.93,crypto,API
CUST73939,Christina Benson DDS,M,21,UAE,LAGOS,retail,ACC542327,pro,2022-12-12,low,TRD0003147,28/03/2024,stocks,TSLA,buy,207.97,660.4,137343.39,42018.43,420764.27,918.91,1.19,Y,273,503.09,820766.52,42.29,559,no,18,yes,iPhone,Middle East,2024-01-20,inactive,N,19.55,12242.32,61020.55,card,mobile_app
CUST86624,Shirley Shaw,F,23,Ghana,Cape Town,retail,ACC775006,pro,14/04/2024,medium,TRD0003148,02-06-2026,commodities,Crude Oil,buy,51.54,263.97,13605.01,4162.42,124196.88,27.01,31.86,Y,283,48.07,160265.71,17.65,309,N,16,Yes,Desktop,North America,11-07-2025,active,N,56.37,30930.94,135837.59,wallet,mobile_app
CUST65134,April Hayes,M,50,South Africa,Accra,retail,ACC562708,basic,2022-11-22,low,TRD0003149,09-21-2023,crypto,BTC,buy,41.11,65396.27,2688440.66,1037186.07,231877.7,7735.27,31.47,No,283,9499.79,233631.64,,307,yes,25,yes,Desktop,Asia,08-14-2023,Dormant,No,98.35,90275.3,139613.97,wallet,web
CUST30206,Courtney Davis,Female,53,Ghana,London,retail,ACC709163,pro,09-07-2023,medium,TRD0003150,03/11/2024,commodities,Crude Oil,buy,154.38,492.58,76044.5,-2056.28,146846.32,699.48,25.99,N,25,3041.78,257922.54,13.29,44,yes,9,No,,Europe,15/12/2024,active,Yes,27.4,105911.04,9302.97,bank_transfer,API
CUST93334,Angela Carney,male,33,Kenya,lagos,institutional,ACC543392,basic,2021-06-17,high,TRD0003151,13/09/2022,crypto,BTC,buy,342.1,42890.86,14672963.21,492517.56,160083.24,54118.65,,No,102,143852.58,373683.45,47.37,312,yes,21,No,Tablet,West Africa,10-29-2022,Dormant,Yes,23.57,166645.59,172306.85,bank_transfer,API
CUST68276,Holly Benson,F,47,UK,Accra,retail,ACC957133,VIP,16/06/2022,high,TRD0003152,2023-10-20,stocks,AMZN,buy,387.9,99.27,38506.83,3600.34,176519.91,294.0,42.05,no,126,305.61,190286.57,46.56,332,N,25,yes,Tablet,Asia,24/08/2023,dormant,Y,33.18,139306.78,118712.03,bank_transfer,desktop_terminal
CUST97083,Colleen Johnson DDS,F,24,Nigeria,LAGOS,retail,ACC147106,pro,2023-10-10,low,TRD0003153,27/06/2025,crypto,BNB,buy,421.49,67931.33,28632376.28,908023.64,395884.89,183565.18,22.95,yes,44,650735.82,816502.64,16.06,273,N,11,Y,,Europe,14/07/2025,Dormant,No,1.42,83319.04,64395.05,bank_transfer,API
CUST86069,Kimberly Martin,male,28,South Africa,London,retail,ACC989528,basic,21/08/2024,low,TRD0003154,2024-12-25,stocks,AMZN,sell,436.88,1465.53,640260.75,-18922.54,420033.45,2296.47,19.81,N,142,4508.88,486915.87,31.75,292,Y,8,Y,iPhone,Middle East,2024-12-22,inactive,no,82.03,39356.89,52709.73,wallet,web
CUST41098,Timothy Love,male,58,Ghana,Lagos,institutional,ACC959074,basic,2023-05-06,medium,TRD0003155,11-25-2023,forex,USD/NGN,sell,390.7,197.85,77299.99,5257.53,226374.41,123.43,22.15,Yes,287,269.34,577391.12,45.29,301,no,23,Yes,Tablet,West Africa,2023-10-16,active,Yes,55.25,110544.96,68221.22,crypto,desktop_terminal
CUST96705,Brian Richardson,F,28,Kenya,Accra,retail,ACC559476,pro,2024-08-14,high,TRD0003156,03-12-2025,commodities,Natural Gas,buy,43.07,309.55,13332.32,3719.75,208533.37,24.64,43.79,No,213,62.59,602318.94,,40,N,7,No,Android,North America,12/02/2025,inactive,Yes,80.27,106782.47,29445.45,wallet,mobile_app
CUST56037,Erika Lee,F,49,Kenya,Lagos,retail,ACC335133,VIP,04-27-2024,medium,TRD0003157,01/09/2024,commodities,Silver,sell,406.79,293.11,119234.22,-18375.01,292807.96,503.75,17.17,yes,122,977.33,1027978.49,39.92,378,No,9,no,Android,West Africa,01/10/2024,dormant,N,13.77,119471.7,65275.48,card,desktop_terminal
CUST87468,Mary Conner,Male,56,UK,Accra,premium,ACC507038,basic,2024-02-04,medium,TRD0003158,04/03/2025,crypto,SOL,sell,373.38,42728.55,15953986.0,2160666.85,414734.79,41662.42,21.68,Yes,137,116452.45,1479624.11,39.33,507,N,12,N,Desktop,Europe,2024-12-20,Dormant,N,36.44,96744.36,4233.32,crypto,desktop_terminal
CUST41084,Derek Davis,F,65,Ghana,Accra,premium,ACC786248,basic,05-31-2022,high,TRD0003159,2024-05-09,stocks,AAPL,sell,350.46,294.77,103305.09,21984.0,443263.53,325.1,,no,118,875.47,1611746.88,46.62,483,no,3,N,iPhone,Asia,04-20-2024,inactive,Y,52.41,121418.85,43703.6,bank_transfer,web
CUST73478,Connor Dodson,Male,55,Ghana,Abuja,retail,ACC643714,pro,2024-03-24,low,TRD0003160,08/08/2024,forex,USD/JPY,buy,149.42,150.26,22451.85,11.72,131266.22,101.5,6.25,no,72,311.83,550696.88,52.03,79,yes,5,Yes,,Asia,18/05/2024,Dormant,N,33.58,13133.44,155973.92,bank_transfer,web
CUST85415,April Fuller,M,34,UK,Cape Town,retail,ACC529282,pro,2024-01-15,high,TRD0003161,19/09/2024,crypto,XRP,buy,106.45,67526.8,7188227.86,2535825.85,68361.32,50800.75,11.21,yes,57,126109.26,261337.55,50.02,594,N,23,yes,iPhone,Middle East,2024-07-01,inactive,Y,39.32,22351.21,27338.3,bank_transfer,mobile_app
CUST20895,Robert Stout,male,25,UAE,London,premium,ACC961777,basic,09/12/2023,medium,TRD0003162,10/01/2024,stocks,NVDA,buy,247.3,334.53,82729.27,-17717.33,312669.44,154.41,4.18,Yes,187,442.4,1240796.55,,288,Yes,20,N,,Europe,17/10/2023,dormant,yes,10.83,187793.37,103716.76,crypto,mobile_app
CUST45744,Kathryn Novak,Male,47,Nigeria,lagos,premium,ACC260714,pro,10-21-2023,low,TRD0003163,02-10-2024,commodities,Silver,buy,108.32,332.11,35974.16,2133.31,408485.33,85.07,27.42,Y,297,121.13,1210156.87,,253,yes,22,Yes,Android,West Africa,2023-12-11,Active,no,2.77,137785.97,22766.3,wallet,mobile_app
CUST78743,,F,52,nigeria,Accra,retail,ACC517548,pro,10-15-2022,medium,TRD0003164,12/05/2024,stocks,NVDA,sell,465.38,562.0,261543.56,57533.86,453308.75,1527.61,39.22,N,220,1188.83,2158948.27,77.55,309,yes,5,No,,West Africa,2024-03-30,dormant,no,52.16,94682.92,78575.88,wallet,API
CUST36206,Daniel Brown,Male,40,Nigeria,lagos,retail,ACC457690,basic,30/04/2021,medium,TRD0003165,2023-02-21,stocks,META,buy,209.62,682.99,143168.36,36308.1,35499.9,194.89,12.74,Yes,278,514.99,161055.79,28.2,585,no,25,No,Android,West Africa,10/01/2023,active,N,83.64,147963.13,81932.4,bank_transfer,mobile_app
CUST24605,Tristan Frazier,F,28,nigeria,London,retail,ACC531113,basic,22/01/2023,low,TRD0003166,05-26-2023,crypto,BNB,sell,323.04,67640.77,21850674.34,6109369.14,153359.74,127964.58,3.41,N,33,662141.65,400077.04,80.36,83,no,15,Y,iPhone,Asia,12/05/2023,dormant,no,92.16,183500.91,119008.53,wallet,mobile_app
CUST50615,Ashley Walsh,male,29,South Africa,Accra,retail,ACC485656,pro,05-26-2023,low,TRD0003167,05-30-2024,stocks,AAPL,sell,468.94,1145.03,536950.37,-123043.31,331988.66,1006.72,18.28,No,138,3890.94,1349267.67,28.0,595,no,17,Y,Android,Europe,2024-07-02,Dormant,yes,68.94,198149.88,34451.27,card,desktop_terminal
CUST62397,Jeffrey Schultz,male,51,UK,Accra,retail,ACC527113,basic,20/03/2024,low,TRD0003168,2025-06-23,stocks,TSLA,buy,318.95,661.46,210972.67,16039.56,1586.87,1548.98,33.26,Yes,268,787.21,6231.28,86.93,419,Y,3,No,Android,West Africa,2025-03-29,inactive,Yes,62.83,145494.97,54244.8,bank_transfer,desktop_terminal
CUST80907,Chad Barnes,Female,36,Nigeria,Accra,premium,ACC272371,pro,16/09/2024,high,TRD0003169,2025-11-13,stocks,NVDA,sell,291.24,662.78,193028.05,11442.12,71667.34,643.67,1.11,yes,172,1122.26,340274.02,21.2,13,N,13,yes,iPhone,Asia,03/12/2025,inactive,no,24.92,65249.66,126981.64,crypto,mobile_app
CUST13644,Robin Wong,Male,27,Nigeria,LAGOS,retail,ACC182137,basic,2021-05-06,low,TRD0003170,29/10/2021,crypto,ETH,sell,352.12,28524.71,10044120.89,1038174.84,210456.48,38871.01,9.21,N,163,61620.37,329005.48,11.35,513,no,23,Yes,Android,Middle East,18/12/2021,Active,N,29.99,129314.05,131373.66,card,API
CUST69228,Sheryl Knight,female,50,Nigeria,Cape Town,premium,ACC548352,basic,2021-01-10,medium,TRD0003171,2023-01-12,commodities,Natural Gas,sell,43.74,480.55,21019.26,-4627.75,27571.03,90.51,46.63,yes,162,129.75,127776.86,22.94,186,Y,19,N,,Middle East,2022-10-30,inactive,yes,57.99,36976.82,4632.62,wallet,web
CUST80781,Ms. Erin Chambers,male,46,South Africa,Nairobi,retail,ACC397562,basic,2023-10-21,low,TRD0003172,25/06/2025,stocks,NVDA,buy,349.27,1116.7,390029.81,42101.19,470267.0,3029.27,42.19,yes,48,8125.62,1645950.38,,374,yes,6,Yes,Android,Asia,06-28-2025,dormant,yes,87.93,160264.64,109323.04,bank_transfer,mobile_app
CUST20467,Derrick Young,Female,20,South Africa,lagos,retail,ACC123053,pro,28/01/2021,medium,TRD0003173,2021-07-20,forex,USD/JPY,buy,39.04,107.72,4205.39,915.1,445533.6,34.64,35.83,Yes,55,76.46,848323.27,,369,No,11,Y,Tablet,Europe,07-19-2021,inactive,yes,64.33,178310.44,13615.44,wallet,API
CUST51216,Brent West,Female,23,South Africa,London,institutional,ACC431031,basic,12/06/2024,medium,TRD0003174,22/01/2025,forex,GBP/USD,buy,174.73,181.66,31741.45,5842.15,30423.4,235.63,23.53,Y,239,132.81,78267.79,42.13,234,no,23,no,Tablet,West Africa,02-19-2025,Active,Yes,60.94,190383.2,150125.33,wallet,API
CUST16696,Kenneth Villarreal,female,29,South Africa,lagos,premium,ACC614775,basic,22/06/2023,high,TRD0003175,05-29-2024,commodities,Silver,buy,188.16,493.3,92819.33,-29570.28,375073.0,426.01,,yes,261,355.63,1000418.44,82.29,421,Yes,18,no,Desktop,Europe,03-31-2024,inactive,N,94.44,5079.57,89836.66,crypto,web
CUST95164,,Female,50,UAE,London,retail,ACC428314,basic,15/02/2023,high,TRD0003176,05-21-2023,commodities,Silver,sell,206.17,59.96,12361.95,-3654.49,236388.75,102.07,27.28,yes,249,49.65,330166.84,36.35,458,No,12,No,,West Africa,03-01-2023,dormant,N,70.52,187587.97,91883.61,card,API
CUST97637,Kimberly Mcmahon,female,44,Ghana,Accra,retail,ACC122352,basic,07-17-2021,medium,TRD0003177,2023-05-10,forex,USD/NGN,sell,260.07,100.91,26243.66,-1985.8,331026.37,87.66,,Y,259,101.33,1009200.76,44.46,22,No,12,N,iPhone,Asia,02/05/2023,inactive,No,76.69,163253.71,78906.86,crypto,API
CUST94924,Max Burke,Female,28,nigeria,lagos,retail,ACC774052,basic,10/07/2023,high,TRD0003178,29/12/2023,crypto,ETH,buy,146.16,30395.3,4442577.05,1537910.31,53679.48,23482.08,37.09,yes,118,37648.96,51945.53,72.71,426,no,18,Y,Android,Middle East,01/12/2023,inactive,No,58.13,42007.23,137816.72,card,API
CUST78879,Elaine Brown,Female,60,Nigeria,LAGOS,premium,ACC488400,pro,08-07-2021,high,TRD0003179,12-08-2022,stocks,AAPL,buy,282.52,1208.35,341383.04,17511.53,285498.43,1188.38,27.72,No,138,2473.79,521591.15,43.36,127,no,23,Yes,iPhone,Asia,28/11/2022,dormant,No,79.61,159776.67,4121.44,wallet,web
CUST89001,Isaiah Padilla,M,19,South Africa,Nairobi,retail,ACC963654,basic,28/01/2021,medium,TRD0003180,19/09/2021,crypto,BTC,buy,378.62,72553.71,27470285.68,706287.06,494074.3,61143.19,46.95,N,255,107726.61,888441.39,66.68,322,no,4,N,,Middle East,11-02-2021,active,No,17.57,81979.96,101964.33,crypto,web
CUST36274,Jodi Mayer,female,59,Kenya,lagos,retail,ACC264350,VIP,01-08-2021,low,TRD0003181,2023-02-26,commodities,Gold,buy,97.32,154.76,15061.24,5503.12,380414.7,132.76,,No,246,61.22,1558479.57,15.82,377,yes,15,Y,Android,Middle East,,dormant,yes,92.45,169257.49,73953.62,bank_transfer,API
CUST32347,Taylor Pham,male,44,UK,Lagos,retail,ACC561441,pro,05-24-2023,low,TRD0003182,04-18-2025,forex,EUR/USD,buy,407.73,19.52,7958.89,-62.64,482164.36,51.77,22.47,yes,15,530.59,1377394.12,87.79,329,No,17,N,iPhone,Middle East,04-27-2025,inactive,No,26.33,104100.72,164951.75,card,desktop_terminal
CUST76445,Mr. Gregory Jennings,M,54,UAE,LAGOS,retail,ACC221721,VIP,01/05/2023,high,TRD0003183,05-29-2023,forex,GBP/USD,buy,477.21,59.12,28212.66,-1976.19,350590.8,224.94,30.4,No,168,167.93,1433008.77,42.21,154,N,16,Y,Desktop,West Africa,2023-06-23,inactive,No,12.26,99858.22,82702.84,crypto,mobile_app
CUST77022,Terry Rivera,Male,63,South Africa,Cape Town,retail,ACC836212,basic,05-26-2024,medium,TRD0003184,08-01-2024,crypto,ETH,buy,94.02,74453.95,7000160.38,-2379456.29,245028.01,53238.71,40.61,yes,80,87502.0,721338.92,42.73,130,yes,8,Y,Tablet,West Africa,30/06/2024,Active,Y,84.98,103985.36,118884.35,wallet,web
CUST26727,Caleb Novak,female,19,UAE,Lagos,retail,ACC470982,basic,09-16-2023,medium,TRD0003185,02/01/2025,forex,USD/JPY,sell,342.84,177.74,60936.38,3493.09,453751.37,167.24,29.96,Y,132,461.64,1579689.4,,446,Yes,12,no,Desktop,West Africa,2024-12-07,inactive,No,37.28,54703.54,76586.34,card,desktop_terminal
CUST25959,James Jimenez,Male,37,Kenya,Lagos,retail,ACC768707,basic,2023-03-29,medium,TRD0003186,2024-06-30,stocks,META,sell,451.9,300.46,135777.87,49748.5,210944.65,878.04,,Y,194,699.89,801828.78,90.68,25,Yes,2,No,iPhone,Asia,,active,Yes,68.36,129584.27,20998.11,crypto,desktop_terminal
CUST94984,Charles Clark,Female,28,Ghana,London,retail,ACC251144,basic,2023-05-19,high,TRD0003187,2023-05-12,crypto,SOL,buy,236.91,35947.65,8516357.76,3116284.78,139778.0,28310.92,31.84,yes,104,81888.06,691591.85,43.79,431,yes,16,No,Desktop,Asia,2023-05-27,Active,no,81.44,47328.1,5540.47,wallet,desktop_terminal
CUST26216,Yesenia Day,Female,26,UK,Cape Town,retail,ACC123051,VIP,2021-02-27,low,TRD0003188,15/07/2022,commodities,Gold,sell,492.64,126.57,62353.44,-18404.89,327099.83,326.5,23.55,yes,172,362.52,608866.84,23.69,272,yes,9,Yes,Tablet,Asia,2022-05-19,Dormant,yes,59.97,64317.45,971.65,card,mobile_app
CUST16310,Joan Houston,female,39,UAE,Lagos,retail,ACC935661,basic,08-19-2023,high,TRD0003189,29/04/2024,forex,GBP/USD,buy,425.78,41.48,17661.35,3433.3,374221.41,55.17,7.58,yes,135,130.82,546640.89,45.31,15,no,13,Yes,Android,North America,2024-04-16,inactive,no,44.82,172259.85,23820.49,card,API
